Equipment Number,Original Description,Suggested Edit,Confidence,Reasoning,Object Type (Original),Object Type (Suggested),Functional System Category,Functional System
2000000262,Valve Equipment-jv,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,HOUSE AIR
2000098660,31 Ehc Fluid Pump Motor A Mmeter,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098662,32 Ehc Fluid Pump Motor A Mmeter,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098673,Trbine Hydrlc Fluid R Svr Emerg Hi Level A,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098679,31 Ehc Fluid Pump Discharge Pressure South Ok Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098680,32 Ehc Fluid Pump Discharge Pressure South Ok Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098683,31 Hydrlc Fluid Pump Test Loc Momentary Pu,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098685,32 Hydrlc Fluid Pump Test Loc Momentary Pu,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098687,5 Minute All Drain Valves Open Bypass,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098900,Trbine Ehc Mech Tripvlv Outpt Tripped,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098902,Trbine Ehc Elec Trip Val Ve Pilot Normal,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098904,Trb Ehc Elec Tripvlv Outpt Tripped Pressure,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098906,Trb Ehc Emerg Trip Syste M 1 Tripped Pre,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098908,Trb Ehc Emerg Trip Syste M 2 Tripped Pre,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098910,Trb Ehc Mech Trip Soleno Idvlv Tripped Pump,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098912,Trbine Hydrlc Fluid Low Pressure Alrm,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098914,Trb Hydrlc Fluid Trip 1 Low Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098917,Trb Hydrlc Fluid Trip 2 Low Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098919,Trb Hydrlc Fluid Trip 3 Low Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098921,Trbine Hyd Fluid Hdrlow 32 Pump Standby South,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098922,Trbine Hyd Fluid Hdrlow 31 Pump Standby South,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098925,32 Trb Hyd Fluid Pump Discharge Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098926,31 Trb Hyd Fluid Pump Discharge Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098938,Ge Cv#1 Hydraulic Cylinde Pressure Trans,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098940,Ge Cv#2 Hydraulic Cylinde Pressure Trans,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098942,Ge Cv#3 Hydraulic Cylinde Pressure Trans,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098944,Ge Cv#4 Hydraulic Cylinde Pressure Trans,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098946,Ge Sv#1 Hydraulic Cylinde Pressure Trans,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098948,Ge Sv#2 Hydraulic Cylinde Pressure Trans,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098950,Ge Sv#3 Hydraulic Cylinde Pressure Trans,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098952,Ge Iv#1 Hydraulic Cylinde Pressure Trans,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098954,Ge Iv#2 Hydraulic Cylinde Pressure Trans,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098956,Ets Trip Header Pressure Channel A 2 Of,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098958,Ets Trip Header Pressure Channel B 2 Of,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098960,Ets Trip Header Pressure Channel C 2 Of,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098962,Ehc Hydraulic Fluid Pressure Channel A 2 Of,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098964,Ehc Hydraulic Fluid Pressure Channel B 2 Of,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098966,Ehc Hydraulic Fluid Pressure Channel C 2 Of,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000098995,Ehc Hydrlc Fluid Fans Loc Selector Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000098997,31 Ehc Fluid Xfr & Filter Pumploc Control,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099303,Hydraulic Fluid Temperatu Re Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000099305,Ehc Fluid Reservoir Tmpe Rature Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,HYDRAULIC
2000099307,31 Trb Hydrlc Fluid Pumpspencer Disc T,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099309,32 Trb Hydrlc Fluid Pumpspencer Disc T,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099311,31 Trb Hyd Fluid Reservoir Heater Fan Thermal Cu,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099313,32 Trb Hyd Fluid Reservoir Heater Fan Thermal Cu,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099315,Trbine Hydrlc Fluid Reservoir Heater Fans Thermo,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099317,31 Ehc Fluid Heater Auto Reset Temperatures,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099319,32 Ehc Fluid Heater Auto Reset Temperatures,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099390,Trb Ehc Mech Shtoff Valve Close Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099392,Trb Ehc Mech Shtoff Valve Open Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099394,Trb Ehc Mech Lockoutvlv Normal Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099396,Trb Ehc Elec Tripvlv Trip Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099398,Turbine Ehc Elec Trip Valve Reset Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099600,Trb Ehc Elec Lockoutvlv Normal Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099602,Turbine Ehc Oil Reset Sv Tri Pump Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099604,Turbine Ehc Oil Trip Sv Trip Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099606,Turbine Ehc Mech Trip Pilot Latch Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099608,Turbine Ehc Mech Trip Piston Reset Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099610,Turbine Ehc Mech Trip Handle Trip Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099612,Turbine Ehc Oil Reset Piston Trip Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099614,Turbine Ehc Oil Reset Piston Reset Limit Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,HYDRAULIC
2000099616,Aux Steam Supply Drain,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000099618,Seal Steam Supply Header Dra In,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000099619,Seal Steam Leakoff,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000099621,Low Pressure Trb Ss Desup Moisture Sep Drain,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,LOW PRESSURE
2000099678,Low Pressure Gland Steam Desuperhea Ter Control Valve,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,LOW PRESSURE
2000099680,Steam Seal Desuperheater Spray Flow,Steam Seal DesuperHeater Spray Flow,95,Enforced protected phrase casing: Heater; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000099950,1 Lime Slurry Dilution Tank Inlet Flow,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099951,2 Lime Slurry Dilution Tank Inlet Flow,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099953,1 Limestone Mill Feedrate Dev,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099955,2 Limestone Mill Feedrate Dev,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099957,1 Limestone Mill Water Rati O Dev,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099960,2 Limestone Mill Water Rati O Dev,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099962,1 Lmst Slury Diluti On Tank Level Low Trip,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099964,1 Lmst Slury Diluti On Tank Level Low Alrm,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099966,1 Lmst Slury Diluti On Tank High Level Alrm,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099968,2 Lmst Slury Diluti On Tank Low Level Trip,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099970,2 Lmst Slury Diluti On Tank Level Low Alrm,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099972,2 Lmst Slury Diluti On Tank High Level Alrm,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099973,1 Mayno Pump Speed,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099975,3 Moyno Pump Speed,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099977,1 Limestone Mill Feedwtr Flow,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099980,2 Limestone Mill Feedwtr Flow,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099982,Sl Ep 0017,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099984,Sl Ep 0018,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099985,1 Lms Mill Inlet Low Pressure Lo Flow Adeq,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099987,1 Lms Mill Discharge Low Pressure Lo Flow Adeq,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099989,2 Lms Mill Inlet Low Pressure Lo Flow Adeq,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000099991,2 Lms Mill Discharge Low Pressure Lo Flow Adeq,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000100000,31 Separator Drip Leg Level El Swtch-hli/h,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100002,Low Pressure Trb Gland Steam Sep M Oisture Level High,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,LOW PRESSURE
2000100004,31 Separator Drip Leg Level El Ok Matrix L,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100006,31 Separator Drain Valve Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100008,Steam Seal Feed Shtoff Val Ve Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100010,Steam Seal Aux Feed Shtoffvlv Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100012,Steam Seal Unloadng Bypasvlv Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100014,Steam Seal Feed Bypass Valv E Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100016,Seal Steam Diverted To 31-2 Low Pressure Heater Matrix,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100018,Seal Steam Diverted To Cnd Enser Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100020,Heating Steam Pressure Value Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100022,Divertngvlv Reset Per Mit Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100024,Htg Steam Pressurizingvlv Open Ok Matrix Light,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100026,Gland Steam Desup Spray Blo Ckvlv Matrix L,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100034,Trbine Steam Seal Hdrpres Low Alrm,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100036,31 Gland Steam Cndenser Low Vacalrm,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100038,Steam Sealsply Hdrpres High Alrm,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100062,31 Separator Drain Valve Toggle Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100064,Steam Seal Feed Shutoff Valve Toggle Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100066,Steam Seal Feed Bypass Va Lve Toggle Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100068,Steam Seal Aux Feed So Valv E Toggle Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100070,Steam Seal Unloadng Bypa Ssvlv Toggle Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100072,Steam Seal Diverting Valve Toggle Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100074,Heating Steam Pressure Valve Toggle Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100076,Gland Steam Desup Spray Blo Ckvlv Toggle South,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,TURBINE,GLAND SEAL
2000100095,31 Separator Drain,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100097,Warming Steam Supply Drain,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
2000100247,High Pressure Turbine Warming Header Tp 3014OUTLT Isolation,High Pressure Turbine Warming Header Tp 3014outlt Isolation,95,Normalized whitespace/title case,VALVE,,TURBINE,GLAND SEAL
2000100283,Ip Turbine Seal Steam Supply Test Conn,IP Turbine Seal Steam Supply Test Conn,95,Forced acronym uppercase: IP,VALVE,,GENERATOR,COOLING
2000100285,Ip Turbine Seal Steam Supply Test Conn,IP Turbine Seal Steam Supply Test Conn,95,Forced acronym uppercase: IP,VALVE,,GENERATOR,COOLING
2000100287,Ip Turbine Seal Steam Supply Test Conn,IP Turbine Seal Steam Supply Test Conn,95,Forced acronym uppercase: IP,VALVE,,GENERATOR,COOLING
2000100289,Ip Turbine Seal Steam Supply Test Conn,IP Turbine Seal Steam Supply Test Conn,95,Forced acronym uppercase: IP,VALVE,,GENERATOR,COOLING
2000100607,Seal Steam Dump To Low Pressure Heater E Xtract Test Wel,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,TURBINE,GLAND SEAL
